domainId,instanceId,comparableId,feature0,feature1,feature2,feature3,feature4,feature5,delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_y0,delta_y1,delta_y2,delta_y3,delta_y4,delta_y5,pred,actual,adjusted_step_number,adjusted_order,adjusted_price
1,238,1,270.413,0.0,16.1,8.0,0.0,,0.0,0.0,0.6,-2.0,1.0,0,0.0,0.0,0.02,-0.62,-0.09,0,5.6,6,3,"3,2,4","5.0,5.1,5.0"
1,238,2,222.434,0.0,17.2,0.0,1.0,,47.98,0.0,-0.5,6.0,0.0,0,0.23,0.0,-0.2,-0.28,0.0,0,5.0,5,3,"2,0,3","4.8,5.1,4.8"
1,238,5,270.413,0.0,15.0,10.0,0.0,,0.0,0.0,1.7,-4.0,1.0,0,0.0,0.0,0.14,-0.89,-0.08,0,5.8,6,3,"3,2,4","4.9,5.0,4.9"
1,238,7,193.202,0.0,18.9,1.0,1.0,,77.21,0.0,-2.2,5.0,0.0,0,0.43,0.0,0.2,-0.13,0.0,0,4.4,4,3,"2,0,3","4.6,5.0,4.9"
1,239,0,51.02,0.0,16.1,2.0,1.0,,24.21,0.0,1.7,-2.0,0.0,0,1.07,0.0,-0.45,0.27,0.0,0,2.8,3,3,"3,0,2","3.0,4.1,3.7"
1,239,2,58.733,0.0,20.6,2.0,1.0,,16.49,0.0,-2.8,-2.0,0.0,0,0.61,0.0,0.03,-0.0,0.0,0,3.3,3,3,"2,3,0","3.3,3.3,3.9"
1,239,4,40.835,0.0,17.2,4.0,1.0,,34.39,0.0,0.6,-4.0,0.0,0,1.38,0.0,-0.44,0.61,0.0,0,2.2,2,3,"3,0,2","2.8,4.2,3.7"
1,239,6,120.694,0.0,16.1,3.0,1.0,,-45.47,0.0,1.7,-3.0,0.0,0,-1.48,0.0,-0.26,-0.13,0.0,0,5.8,6,3,"0,3,2","4.3,4.2,3.9"
1,240,0,98.539,8.0,20.0,0.0,0.0,,-29.84,1.0,-2.8,2.0,0.0,0,-0.04,-0.03,0.16,-0.06,0.0,0,3.3,3,4,"0,2,1,3","3.3,3.5,3.4,3.4"
1,240,6,98.539,8.0,14.4,2.0,0.0,,-29.84,1.0,2.8,0.0,0.0,0,-0.07,0.07,-0.08,0.0,0.0,0,3.4,3,3,"0,1,2","3.3,3.4,3.3"
1,240,8,98.539,8.0,14.4,4.0,0.0,,-29.84,1.0,2.8,-2.0,0.0,0,-0.2,0.04,-0.06,0.18,0.0,0,3.3,3,4,"0,3,1,2","3.2,3.3,3.4,3.3"
1,240,9,98.539,8.0,15.6,6.0,0.0,,-29.84,1.0,1.6,-4.0,0.0,0,-0.22,0.0,0.04,0.19,0.0,0,3.3,3,4,"0,3,1,2","3.1,3.3,3.3,3.4"
1,241,0,14.542,0.0,22.8,18.0,0.0,,34.85,0.0,0.5,1.0,1.0,0,0.93,0.0,-0.49,-0.0,-0.13,0,1.9,2,4,"0,2,3,4","2.9,2.4,2.4,2.2"
1,241,1,23.815,0.0,23.3,21.0,1.0,,25.57,0.0,0.0,-2.0,0.0,0,0.04,0.0,0.0,-0.15,0.0,0,2.3,2,2,"0,3","2.4,2.2"
1,241,4,4.0,0.0,21.7,20.0,1.0,,45.39,0.0,1.6,-1.0,0.0,0,3.19,0.0,-1.13,0.52,0.0,0,0.1,0,3,"3,0,2","0.7,3.9,2.7"
1,242,2,4.189,0.0,17.8,10.0,1.0,,11.14,0.0,-2.2,-2.0,0.0,0,2.23,0.0,0.1,-0.21,0.0,0,0.1,0,3,"2,3,0","0.2,0.0,2.2"
1,242,3,41.297,0.0,18.3,6.0,1.0,,-25.97,0.0,-2.7,2.0,0.0,0,-1.9,0.0,0.02,0.49,0.0,0,3.8,4,3,"0,2,3","1.9,1.9,2.4"
1,242,7,66.203,0.0,18.3,6.0,1.0,,-50.88,0.0,-2.7,2.0,0.0,0,-2.45,0.0,-0.34,0.48,0.0,0,4.4,4,3,"0,2,3","2.0,1.6,2.1"
1,243,1,4.0,0.0,21.7,20.0,1.0,,10.15,0.0,-1.1,-2.0,0.0,0,1.32,0.0,-0.03,-0.07,0.0,0,0.1,0,3,"2,3,0","0.1,0.1,1.4"
1,243,5,44.182,0.0,19.4,20.0,1.0,,-30.03,0.0,1.2,-2.0,0.0,0,-1.55,0.0,-0.06,0.15,0.0,0,4.2,4,3,"0,3,2","2.7,2.8,2.7"
1,244,6,51.02,0.0,18.3,19.0,0.0,,-29.15,0.0,-1.6,3.0,0.0,0,-0.95,0.0,0.89,-0.3,0.0,0,2.9,3,3,"2,0,3","3.8,2.9,2.6"
1,245,7,11.91,1.0,18.3,20.0,0.0,,47.42,0.0,-2.7,1.0,1.0,0,1.22,0.0,-0.24,-0.35,0.01,0,2.5,2,4,"2,0,3,4","2.2,3.5,3.1,3.1"
1,245,9,86.465,0.0,19.4,20.0,1.0,,-27.14,1.0,-3.8,1.0,0.0,0,-1.7,-0.23,-0.14,-0.15,0.0,0,5.1,5,4,"0,2,1,3","3.4,3.3,3.1,2.9"
1,246,0,98.539,8.0,14.4,4.0,0.0,,33.85,1.0,-4.4,-2.0,1.0,0,1.54,-0.02,0.04,0.15,-0.33,0,3.3,3,5,"2,3,0,1,4","3.4,3.5,5.1,5.1,4.7"
1,246,9,130.581,9.0,17.2,3.0,0.0,,1.81,0.0,-7.2,-1.0,1.0,0,0.25,0.0,-0.02,-0.07,-0.25,0,4.6,5,4,"3,2,0,4","4.5,4.5,4.7,4.5"
1,247,2,222.434,0.0,17.2,0.0,1.0,,38.66,1.0,-1.1,2.0,0.0,0,0.45,-0.02,-0.2,-0.19,0.0,0,5.0,5,4,"2,0,1,3","4.8,5.3,5.3,5.1"
1,247,3,261.091,1.0,19.4,0.0,0.0,,0.0,0.0,-3.3,2.0,1.0,0,0.0,0.0,-0.2,-0.16,0.26,0,5.3,5,3,"2,3,4","5.1,5.0,5.2"
1,247,7,261.091,1.0,13.9,9.0,0.0,,0.0,0.0,2.2,-7.0,1.0,0,0.0,0.0,0.14,-0.59,0.17,0,5.6,6,3,"3,2,4","5.0,5.2,5.3"
1,248,1,185.2,4.0,20.6,20.0,0.0,,-113.21,0.0,-0.6,2.0,1.0,0,-1.95,0.0,-0.25,-0.21,-0.04,0,5.4,5,4,"0,2,3,4","3.4,3.2,3.0,2.9"
1,248,3,185.2,4.0,27.2,22.0,0.0,,-113.21,0.0,-7.2,0.0,1.0,0,-1.7,0.0,-0.52,0.0,-0.03,0,5.2,5,3,"0,2,4","3.5,2.9,2.9"
1,249,1,185.2,4.0,14.4,7.0,1.0,,-98.24,0.0,0.0,2.0,0.0,0,-3.08,0.0,0.0,0.7,0.0,0,5.1,5,2,"0,3","2.0,2.7"
1,249,4,185.2,4.0,18.9,9.0,0.0,,-98.24,0.0,-4.5,0.0,1.0,0,-2.05,0.0,-0.34,0.0,-0.13,0,5.5,6,3,"0,2,4","3.5,3.2,3.1"
1,250,0,4.189,0.0,7.8,7.0,0.0,,7.72,1.0,1.1,-2.0,0.0,0,1.99,0.48,0.22,-0.15,0.0,0,0.2,0,4,"3,0,1,2","0.0,2.0,2.5,2.7"
1,250,9,4.0,0.0,8.3,2.0,0.0,,7.91,1.0,0.6,3.0,0.0,0,2.08,0.82,0.07,-0.07,0.0,0,0.1,0,4,"0,1,2,3","2.2,3.0,3.1,3.0"
1,251,3,7.9,0.0,13.9,18.0,0.0,,36.01,0.0,1.1,0.0,0.0,0,2.84,0.0,-0.69,0.0,0.0,0,1.6,2,2,"0,2","4.5,3.8"
1,251,9,6.564,0.0,16.1,20.0,0.0,,37.35,0.0,-1.1,-2.0,0.0,0,3.83,0.0,-0.23,0.3,0.0,0,0.2,0,3,"3,2,0","0.5,0.3,4.1"
1,252,3,238.065,1.0,12.8,1.0,0.0,,0.0,0.0,1.1,7.0,0.0,0,0.0,0.0,-0.38,0.51,0.0,0,5.4,5,2,"2,3","5.0,5.6"
1,252,7,270.413,0.0,15.0,10.0,0.0,,-32.35,1.0,-1.1,-2.0,0.0,0,-0.02,0.19,-0.07,-0.13,0.0,0,5.8,6,4,"3,2,0,1","5.6,5.6,5.6,5.7"
1,253,3,193.202,0.0,17.8,17.0,0.0,,44.86,1.0,0.5,3.0,0.0,0,0.28,0.38,-0.01,-0.04,0.0,0,5.4,5,4,"0,1,2,3","5.7,6.1,6.1,6.0"
1,253,4,193.202,0.0,15.6,20.0,0.0,,44.86,1.0,2.7,0.0,0.0,0,0.39,0.4,-0.18,0.0,0.0,0,5.2,5,3,"0,1,2","5.6,6.0,5.9"
1,253,9,193.202,0.0,21.7,19.0,0.0,,44.86,1.0,-3.4,1.0,0.0,0,0.43,0.56,-0.18,-0.18,0.0,0,5.3,5,4,"2,0,1,3","5.2,5.6,6.1,6.0"
1,254,2,306.14,8.0,16.1,4.0,0.0,,0.0,0.0,3.9,-2.0,0.0,0,0.0,0.0,0.58,-1.22,0.0,0,3.8,4,2,"3,2","2.6,3.1"
1,255,0,98.539,8.0,14.4,4.0,0.0,,67.98,1.0,1.2,2.0,1.0,0,1.14,-0.07,-0.21,0.22,-0.37,0,3.3,3,5,"0,1,2,3,4","4.5,4.4,4.2,4.4,4.1"
1,255,6,98.539,8.0,13.9,11.0,1.0,,67.98,1.0,1.7,-5.0,0.0,0,0.88,-0.15,-0.14,-0.24,0.0,0,3.3,3,4,"3,0,1,2","3.1,4.0,3.8,3.7"
1,256,0,56.637,0.0,12.2,4.0,0.0,,26.03,1.0,-1.1,1.0,0.0,0,0.81,-0.07,-0.42,-0.19,0.0,0,4.6,5,4,"2,0,1,3","4.1,4.9,4.9,4.7"
1,256,5,56.637,0.0,13.3,5.0,0.0,,26.03,1.0,-2.2,0.0,0.0,0,0.88,0.02,-0.95,0.0,0.0,0,4.6,5,3,"2,0,1","3.7,4.5,4.6"
1,257,6,68.701,9.0,15.6,20.0,0.0,,97.81,0.0,5.5,2.0,0.0,0,1.12,0.0,-0.26,-0.47,0.0,0,3.8,4,3,"0,2,3","5.0,4.7,4.3"
1,257,7,29.063,9.0,18.3,18.0,0.0,,137.45,0.0,2.8,4.0,0.0,0,0.95,0.0,-0.01,-0.63,0.0,0,4.0,4,3,"0,2,3","5.0,4.9,4.3"
1,258,2,153.7,0.0,17.2,23.0,0.0,,-30.09,0.0,1.1,-1.0,0.0,0,-0.3,0.0,-0.18,-0.2,0.0,0,6.6,7,3,"0,3,2","6.3,6.1,5.9"
1,258,4,153.7,0.0,20.0,21.0,0.0,,-30.09,0.0,-1.7,1.0,0.0,0,-0.37,0.0,-0.22,-0.2,0.0,0,6.7,7,3,"0,2,3","6.3,6.1,5.9"
1,258,5,117.814,0.0,16.1,20.0,0.0,,5.8,0.0,2.2,2.0,0.0,0,1.65,0.0,-0.46,-0.02,0.0,0,4.2,4,3,"0,2,3","5.8,5.4,5.3"
1,259,5,86.465,0.0,7.8,13.0,0.0,,41.66,0.0,1.1,-3.0,0.0,0,0.81,0.0,1.08,-1.02,0.0,0,5.1,5,3,"3,0,2","4.1,4.9,6.0"
1,259,6,128.126,0.0,9.4,15.0,0.0,,0.0,0.0,-0.5,-5.0,0.0,0,0.0,0.0,1.31,-1.35,0.0,0,6.4,6,2,"3,2","5.0,6.3"
1,259,8,116.121,0.0,12.2,6.0,0.0,,12.01,0.0,-3.3,4.0,0.0,0,0.15,0.0,-1.28,0.93,0.0,0,6.0,6,3,"2,0,3","4.6,4.8,5.7"
1,260,0,185.2,4.0,14.4,7.0,1.0,,-113.21,0.0,0.6,2.0,-1.0,0,-1.88,0.0,-0.03,0.02,-0.18,0,5.1,5,4,"0,4,2,3","3.2,3.1,3.0,3.1"
1,260,1,71.994,4.0,15.6,3.0,0.0,,0.0,0.0,-0.6,6.0,0.0,0,0.0,0.0,-0.42,-0.37,0.0,0,3.5,3,2,"2,3","3.1,2.7"
1,260,6,71.994,4.0,21.7,0.0,0.0,,0.0,0.0,-6.7,9.0,0.0,0,0.0,0.0,-1.4,0.5,0.0,0,3.8,4,2,"2,3","2.4,2.9"
1,260,7,185.2,4.0,19.4,19.0,0.0,,-113.21,0.0,-4.4,-10.0,0.0,0,-1.93,0.0,-0.32,-0.05,0.0,0,5.5,6,3,"0,3,2","3.6,3.6,3.2"
1,261,0,185.2,4.0,14.4,7.0,1.0,,-98.24,0.0,0.6,14.0,-1.0,0,-1.92,0.0,-0.03,-0.01,-0.09,0,5.1,5,4,"0,4,2,3","3.2,3.1,3.1,3.1"
1,261,2,185.2,4.0,19.4,19.0,0.0,,-98.24,0.0,-4.4,2.0,0.0,0,-2.09,0.0,-0.21,-0.13,0.0,0,5.5,6,3,"0,2,3","3.4,3.2,3.1"
1,261,3,185.2,4.0,20.6,20.0,0.0,,-98.24,0.0,-5.6,1.0,0.0,0,-1.93,0.0,-0.21,-0.11,0.0,0,5.4,5,3,"0,2,3","3.5,3.2,3.1"
1,261,5,185.2,4.0,18.9,9.0,0.0,,-98.24,0.0,-3.9,12.0,0.0,0,-2.06,0.0,-0.31,-0.14,0.0,0,5.5,6,3,"0,2,3","3.5,3.2,3.1"
1,262,4,23.815,0.0,23.3,21.0,1.0,,-11.91,1.0,-1.1,-1.0,0.0,0,-0.2,0.12,0.16,-0.04,0.0,0,2.3,2,4,"2,3,0,1","2.5,2.5,2.2,2.4"
1,262,5,43.91,0.0,20.6,22.0,1.0,,-32.0,1.0,1.6,-2.0,0.0,0,-1.76,0.24,-0.06,0.03,0.0,0,3.9,4,4,"3,0,1,2","3.9,2.2,2.4,2.4"
1,262,6,44.182,0.0,20.0,20.0,1.0,,-32.27,1.0,2.2,0.0,0.0,0,-1.87,0.31,-0.16,0.0,0.0,0,4.1,4,3,"0,1,2","2.2,2.5,2.4"
1,262,8,44.182,0.0,19.4,20.0,1.0,,-32.27,1.0,2.8,0.0,0.0,0,-1.93,0.23,-0.13,0.0,0.0,0,4.2,4,3,"0,1,2","2.3,2.5,2.4"
1,263,2,7.9,0.0,7.2,13.0,0.0,,0.0,0.0,-1.1,1.0,0.0,0,0.0,0.0,-1.03,0.77,0.0,0,1.8,2,2,"2,3","0.8,1.6"
1,263,5,14.524,0.0,7.2,8.0,0.0,,-6.62,0.0,-1.1,6.0,0.0,0,-1.56,0.0,0.47,0.1,0.0,0,3.0,3,3,"0,2,3","1.5,1.9,2.0"
1,264,0,51.02,0.0,16.1,2.0,1.0,,7.71,0.0,1.1,-1.0,0.0,0,1.03,0.0,-0.81,0.11,0.0,0,2.8,3,3,"3,0,2","2.9,3.9,3.1"
1,264,1,40.835,0.0,17.2,4.0,1.0,,17.9,0.0,0.0,-3.0,0.0,0,0.8,0.0,0.0,0.52,0.0,0,2.2,2,2,"3,0","2.7,3.5"
1,264,9,68.146,0.0,14.4,5.0,1.0,,-9.41,0.0,2.8,-4.0,0.0,0,-1.09,0.0,0.1,-0.21,0.0,0,5.0,5,3,"0,3,2","3.9,3.7,3.8"
1,265,8,86.465,0.0,22.8,2.0,0.0,,37.73,1.0,-2.2,-1.0,0.0,0,0.14,-1.0,-0.09,-0.04,0.0,0,5.0,5,4,"3,2,0,1","4.9,4.8,5.0,4.0"
1,265,9,116.121,0.0,18.9,5.0,0.0,,8.08,1.0,1.7,-4.0,0.0,0,0.03,-1.37,0.02,-0.76,0.0,0,6.0,6,4,"3,0,1,2","5.3,5.3,3.9,4.0"
1,266,0,58.733,0.0,18.9,19.0,0.0,,-7.71,0.0,1.1,1.0,0.0,0,-1.72,0.0,-0.13,0.06,0.0,0,3.3,3,3,"0,2,3","1.6,1.5,1.5"
1,266,2,55.516,0.0,21.1,20.0,0.0,,-4.5,0.0,-1.1,0.0,0.0,0,-3.33,0.0,1.68,0.0,0.0,0,4.8,5,2,"0,2","1.5,3.2"
1,266,5,51.02,0.0,18.3,19.0,0.0,,0.0,0.0,1.7,1.0,0.0,0,0.0,0.0,-0.01,-0.08,0.0,0,2.9,3,2,"2,3","2.9,2.9"
1,266,6,18.474,0.0,20.0,19.0,0.0,,32.55,0.0,0.0,1.0,0.0,0,0.61,0.0,0.0,-1.02,0.0,0,2.1,2,2,"0,3","2.7,1.7"
1,267,1,206.054,0.0,16.7,21.0,0.0,,-28.77,0.0,1.1,0.0,0.0,0,-0.93,0.0,0.47,0.0,0.0,0,6.3,6,2,"0,2","5.3,5.8"
1,267,9,120.694,0.0,19.4,20.0,0.0,,56.59,0.0,-1.6,1.0,0.0,0,0.24,0.0,-0.75,0.0,0.0,0,6.0,6,3,"2,0,3","5.2,5.5,5.5"
2,0,0,1.0,5.0,10.0,17.0,1.0,14.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-8.38,-5.2,0.0,0.0,0.0,79.5,70,2,"1,2","61.4,56.2"
2,0,1,1.0,4.0,11.0,17.0,2.0,13.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.26,7.66,69.8,61,2,"4,5","60.3,68.0"
2,0,2,1.0,4.0,10.0,17.0,2.0,14.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-5.35,0.0,-7.99,0.0,78.5,70,2,"4,2","61.8,56.5"
2,0,3,2.0,4.0,11.0,17.0,0.0,14.0,-1.0,0.0,0.0,0.0,1.0,0.0,-3.12,0.0,0.0,0.0,-9.12,0.0,69.2,77,2,"0,4","74.2,65.1"
2,1,0,2.0,4.0,0.0,13.0,5.0,60.0,-1.0,0.0,1.0,0.0,1.0,-1.0,2.55,0.0,1.2,0.0,-2.04,-6.12,26.0,16,4,"5,0,2,4","10.2,12.8,14.0,11.9"
2,1,1,0.0,5.0,2.0,12.0,6.0,59.0,1.0,-1.0,-1.0,1.0,0.0,0.0,-3.36,-2.19,-2.34,2.21,0.0,0.0,23.9,42,4,"1,2,0,3","40.2,37.8,34.5,36.7"
2,1,2,2.0,4.0,2.0,15.0,5.0,59.0,-1.0,0.0,-1.0,-2.0,1.0,0.0,3.2,0.0,0.02,-1.14,-2.01,0.0,25.4,64,4,"2,0,3,4","64.5,67.7,66.5,64.5"
2,1,3,2.0,5.0,3.0,14.0,6.0,60.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,4.04,0.3,-12.93,-4.71,0.0,-40.11,70.2,68,5,"5,2,1,0,3","28.0,15.0,15.3,19.4,14.7"
2,2,0,1.0,2.0,7.0,13.0,3.0,9.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-0.85,-1.36,0.0,-4.93,-13.1,67.0,77,4,"1,4,2,5","76.5,71.6,70.2,57.1"
2,2,1,1.0,3.0,7.0,12.0,1.0,9.0,0.0,-2.0,-1.0,1.0,1.0,1.0,0.0,5.62,-2.34,5.2,2.0,-11.85,55.3,61,5,"2,1,3,4,5","58.9,64.5,69.7,71.7,59.9"
2,2,2,2.0,2.0,5.0,15.0,2.0,9.0,-1.0,-1.0,1.0,-2.0,0.0,1.0,-0.28,4.48,2.27,3.56,0.0,-11.38,49.6,43,5,"0,3,1,2,5","42.7,46.2,50.7,53.0,41.6"
